scored_at,token,symbol,group,strategy,entry_ts,exit_reason,net_return_pct
2026-08-25T07:13:41+00:00,9HHTQ7YMx82E987cNqF9KczyZrfKgqvKNyA2yHSVpump,CYBERCAT,age_1_24h,hold24h,1787540947,held_to_timeout,-83.88
2026-08-25T07:13:41+00:00,9HHTQ7YMx82E987cNqF9KczyZrfKgqvKNyA2yHSVpump,CYBERCAT,liq_pocket,hold24h,1787540947,held_to_timeout,-83.88
2026-08-25T07:13:41+00:00,9HHTQ7YMx82E987cNqF9KczyZrfKgqvKNyA2yHSVpump,CYBERCAT,control_small,hold24h,1787540947,held_to_timeout,-83.88
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control,tp20_sl30,1787540947,held_to_timeout,3.52
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control_small,tp20_sl30,1787540947,held_to_timeout,3.52
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control,tp50_sl30,1787540947,held_to_timeout,3.52
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control_small,tp50_sl30,1787540947,held_to_timeout,3.52
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control,tp100_sl50,1787540947,held_to_timeout,3.52
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control_small,tp100_sl50,1787540947,held_to_timeout,3.52
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control,noTP_sl50,1787540947,held_to_timeout,3.52
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control_small,noTP_sl50,1787540947,held_to_timeout,3.52
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control,hold24h,1787540947,held_to_timeout,3.52
2026-08-25T07:13:57+00:00,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,PENGU,control_small,hold24h,1787540947,held_to_timeout,3.52
2026-08-25T07:14:03+00:00,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,PUMP,control,tp20_sl30,1787540947,held_to_timeout,-5.78
2026-08-25T07:14:03+00:00,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,PUMP,control,tp50_sl30,1787540947,held_to_timeout,-5.78
2026-08-25T07:14:03+00:00,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,PUMP,control,tp100_sl50,1787540947,held_to_timeout,-5.78
2026-08-25T07:14:03+00:00,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,PUMP,control,noTP_sl50,1787540947,held_to_timeout,-5.78
2026-08-25T07:14:03+00:00,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,PUMP,control,hold24h,1787540947,held_to_timeout,-5.78
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control,tp20_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control_small,tp20_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control,tp50_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control_small,tp50_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control,tp100_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control_small,tp100_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control,noTP_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control_small,noTP_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control,hold24h,1787540947,held_to_timeout,-72.89
2026-08-25T07:14:19+00:00,3kvZYBrBPEySFwQfXZGEvJSeMWRa6BkTS34suBEYpump,Dinger,control_small,hold24h,1787540947,held_to_timeout,-72.89
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control,tp20_sl30,1787540947,take_profit,16.8
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,liq_pocket,tp20_sl30,1787540947,take_profit,16.8
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control_small,tp20_sl30,1787540947,take_profit,16.8
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control,tp50_sl30,1787540947,take_profit,46.8
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,liq_pocket,tp50_sl30,1787540947,take_profit,46.8
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control_small,tp50_sl30,1787540947,take_profit,46.8
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control,tp100_sl50,1787540947,held_to_timeout,12.91
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,liq_pocket,tp100_sl50,1787540947,held_to_timeout,12.91
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control_small,tp100_sl50,1787540947,held_to_timeout,12.91
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control,noTP_sl50,1787540947,held_to_timeout,12.91
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,liq_pocket,noTP_sl50,1787540947,held_to_timeout,12.91
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control_small,noTP_sl50,1787540947,held_to_timeout,12.91
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control,hold24h,1787540947,held_to_timeout,12.91
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,liq_pocket,hold24h,1787540947,held_to_timeout,12.91
2026-08-25T07:14:35+00:00,GUmbtfjSZkybSFgPibBcvwExEBdXwewJHR5PkTjzpump,Morty,control_small,hold24h,1787540947,held_to_timeout,12.91
2026-08-25T07:14:40+00:00,9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump,ANSEM,control,tp20_sl30,1787540947,held_to_timeout,6.26
2026-08-25T07:14:40+00:00,9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump,ANSEM,control,tp50_sl30,1787540947,held_to_timeout,6.26
2026-08-25T07:14:40+00:00,9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump,ANSEM,control,tp100_sl50,1787540947,held_to_timeout,6.26
2026-08-25T07:14:40+00:00,9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump,ANSEM,control,noTP_sl50,1787540947,held_to_timeout,6.26
2026-08-25T07:14:40+00:00,9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump,ANSEM,control,hold24h,1787540947,held_to_timeout,6.26
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control,tp20_sl30,1787540947,held_to_timeout,-29.83
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control_small,tp20_sl30,1787540947,held_to_timeout,-29.83
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control,tp50_sl30,1787540947,held_to_timeout,-29.83
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control_small,tp50_sl30,1787540947,held_to_timeout,-29.83
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control,tp100_sl50,1787540947,held_to_timeout,-29.83
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control_small,tp100_sl50,1787540947,held_to_timeout,-29.83
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control,noTP_sl50,1787540947,held_to_timeout,-29.83
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control_small,noTP_sl50,1787540947,held_to_timeout,-29.83
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control,hold24h,1787540947,held_to_timeout,-29.83
2026-08-25T07:14:56+00:00,6yjNqPzTSanBWSa6dxVEgTjePXBrZ2FoHLDQwYwEsyM6,Chud,control_small,hold24h,1787540947,held_to_timeout,-29.83
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,age_1_24h,tp20_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,liq_pocket,tp20_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,control_small,tp20_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,age_1_24h,tp50_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,liq_pocket,tp50_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,control_small,tp50_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,age_1_24h,tp100_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,liq_pocket,tp100_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,control_small,tp100_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,age_1_24h,noTP_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,liq_pocket,noTP_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,control_small,noTP_sl50,1787540947,stop_loss,-53.2
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,age_1_24h,hold24h,1787540947,held_to_timeout,-48.73
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,liq_pocket,hold24h,1787540947,held_to_timeout,-48.73
2026-08-25T07:15:02+00:00,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,control_small,hold24h,1787540947,held_to_timeout,-48.73
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,liq_pocket,tp20_sl30,1787540947,take_profit,16.8
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,control_small,tp20_sl30,1787540947,take_profit,16.8
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,liq_pocket,tp50_sl30,1787540947,take_profit,46.8
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,control_small,tp50_sl30,1787540947,take_profit,46.8
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,liq_pocket,tp100_sl50,1787540947,take_profit,96.8
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,control_small,tp100_sl50,1787540947,take_profit,96.8
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,liq_pocket,noTP_sl50,1787540947,held_to_timeout,42.04
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,control_small,noTP_sl50,1787540947,held_to_timeout,42.04
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,liq_pocket,hold24h,1787540947,held_to_timeout,42.04
2026-08-25T07:15:17+00:00,GPzpoXpD74E2C4CJNayuoyBqPQJEsPtdse3nhntrpump,LOOKSMAX,control_small,hold24h,1787540947,held_to_timeout,42.04
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,liq_pocket,tp20_sl30,1787540947,take_profit,16.8
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,control_small,tp20_sl30,1787540947,take_profit,16.8
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,liq_pocket,tp50_sl30,1787540947,held_to_timeout,-9.66
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,control_small,tp50_sl30,1787540947,held_to_timeout,-9.66
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,liq_pocket,tp100_sl50,1787540947,held_to_timeout,-9.66
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,control_small,tp100_sl50,1787540947,held_to_timeout,-9.66
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,liq_pocket,noTP_sl50,1787540947,held_to_timeout,-9.66
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,control_small,noTP_sl50,1787540947,held_to_timeout,-9.66
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,liq_pocket,hold24h,1787540947,held_to_timeout,-9.66
2026-08-25T07:15:33+00:00,94Sm8joZMSRzpQmcNVn5zZpgnRLN2DBesJYDXwuNpump,omo,control_small,hold24h,1787540947,held_to_timeout,-9.66
2026-08-25T07:15:39+00:00,FtateF34Xzawa91bpbVNdX72hZYo9cymRDYqBreHHbJi,PANTS,liq_pocket,tp20_sl30,1787540947,take_profit,16.8
2026-08-25T07:15:39+00:00,FtateF34Xzawa91bpbVNdX72hZYo9cymRDYqBreHHbJi,PANTS,control_small,tp20_sl30,1787540947,take_profit,16.8
2026-08-25T07:15:39+00:00,FtateF34Xzawa91bpbVNdX72hZYo9cymRDYqBreHHbJi,PANTS,liq_pocket,tp50_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:15:39+00:00,FtateF34Xzawa91bpbVNdX72hZYo9cymRDYqBreHHbJi,PANTS,control_small,tp50_sl30,1787540947,stop_loss,-33.2
2026-08-25T07:15:39+00:00,FtateF34Xzawa91bpbVNdX72hZYo9cymRDYqBreHHbJi,PANTS,liq_pocket,tp100_sl50,1787540947,held_to_timeout,-29.17
2026-08-25T07:15:39+00:00,FtateF34Xzawa91bpbVNdX72hZYo9cymRDYqBreHHbJi,PANTS,control_small,tp100_sl50,1787540947,held_to_timeout,-29.17
2026-08-25T07:15:39+00:00,FtateF34Xzawa91bpbVNdX72hZYo9cymRDYqBreHHbJi,PANTS,liq_pocket,noTP_sl50,1787540947,held_to_timeout,-29.17
